,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Pacific Grove,36.62,-121.92,73.0,64,1,12.75,US,1595802141
282,Tieling,42.29,123.84,69.8,94,100,4.5,CN,1595802600
283,Palmeirais,-5.98,-43.06,78.19,30,54,4.25,BR,1595802600
284,Tegul'det,57.31,88.17,49.98,96,42,4.38,RU,1595802601
285,Bafra,41.57,35.91,69.8,83,0,1.12,TR,1595802602
286,Mariehamn,60.1,19.93,62.6,82,96,8.05,AX,1595802602
287,Port Blair,11.67,92.75,81.81,77,100,1.45,IN,1595802368
288,Lavrentiya,65.58,-171.0,62.35,59,92,16.49,RU,1595802103
289,Vostok,46.49,135.88,70.95,66,0,1.05,RU,1595802603
290,Kieta,-6.22,155.63,82.33,73,98,6.51,PG,1595802419
291,Berlevåg,70.86,29.09,62.6,82,2,12.75,NO,1595802403
292,Ust-Kuyga,70.02,135.6,47.97,80,97,5.08,RU,1595802604
293,Deputatsky,69.3,139.9,56.14,73,36,4.63,RU,1595802370
294,Laja,-37.27,-72.7,51.8,87,75,4.54,CL,1595802605
295,Tiznit Province,29.58,-9.5,75.78,56,0,1.36,MA,1595802605
296,College,64.86,-147.8,68.0,67,75,4.7,US,1595802605
297,Morón,-34.65,-58.62,57.99,52,9,1.99,AR,1595802502
298,La Santisima Trinidad,-14.83,-64.9,71.6,68,57,2.75,BO,1595802606
299,Sourotí,40.47,23.09,78.01,73,26,4.7,GR,1595802606
300,Ponta Porã,-22.54,-55.73,68.0,68,100,5.95,BR,1595802320
301,Leningradskiy,69.38,178.42,66.49,49,61,9.28,RU,1595802394
302,Nanortalik,60.14,-45.24,45.99,83,42,3.8,GL,1595802360
303,Cartagena,10.4,-75.51,86.0,74,40,12.75,CO,1595802462
304,Tabuk,17.42,121.44,77.65,82,69,0.89,PH,1595802608
305,Egvekinot,66.32,-179.17,61.39,73,70,6.78,RU,1595802609
306,Salihli,38.48,28.15,77.0,10,0,58.0,TR,1595802609
307,Pszów,50.04,18.39,64.0,91,100,4.0,PL,1595802610
308,San Cristobal,7.77,-72.22,84.2,66,40,11.41,VE,1595802430
309,Tarakan,3.3,117.63,80.06,80,58,7.9,ID,1595802399
310,Guadalupe y Calvo,26.1,-106.97,67.95,83,77,2.57,MX,1595802611
311,Topolovgrad,42.08,26.33,69.8,68,5,4.7,BG,1595802612
312,Whitehorse,60.72,-135.05,66.2,42,75,11.41,CA,1595802368
313,Aklavik,68.22,-135.01,69.8,49,75,4.7,CA,1595802372
314,Linfen,36.09,111.52,73.87,73,5,2.24,CN,1595802612
315,San Andrés,12.58,-81.7,80.6,88,90,4.7,CO,1595802390
316,Krutikha,53.96,81.21,52.77,91,0,1.05,RU,1595802613
317,Souillac,-20.52,57.52,69.8,77,75,12.75,MU,1595802418
318,Mamakan,57.82,114.0,61.45,76,100,1.74,RU,1595802355
319,Coahuayana Viejo,18.73,-103.68,80.6,74,75,5.73,MX,1595802377
320,Rock Sound,24.9,-76.2,82.44,82,0,10.49,BS,1595802615
321,Huarmey,-10.07,-78.15,63.1,77,2,8.57,PE,1595802616
322,Koszalin,54.19,16.17,66.0,78,59,5.44,PL,1595802616
323,São Gabriel da Cachoeira,-0.13,-67.09,75.69,93,90,2.39,BR,1595802617
324,Lebu,-37.62,-73.65,50.2,81,97,10.11,CL,1595802394
325,Cayenne,4.93,-52.33,78.8,88,64,9.42,GF,1595802399
326,La Sarre,48.8,-79.2,80.29,81,10,5.59,CA,1595802322
327,Havelock,34.88,-76.9,88.0,68,15,10.0,US,1595802434
328,Saldanha,-33.01,17.94,48.2,81,0,5.82,ZA,1595802225
329,Launceston,-41.45,147.17,46.0,100,90,3.36,AU,1595802364
330,Shimoda,34.67,138.95,77.0,87,99,1.99,JP,1595802415
331,Kavaratti,10.57,72.64,81.3,81,54,12.46,IN,1595802619
332,Bairiki Village,1.33,172.98,86.0,74,40,8.05,KI,1595802620
333,Beloha,-25.17,45.05,59.45,56,0,6.13,MG,1595802266
334,Batagay-Alyta,67.8,130.41,61.9,41,97,12.39,RU,1595802621
335,Jinhua,29.11,119.65,80.08,86,100,1.07,CN,1595802621
336,Wau,7.7,28.0,68.83,97,49,4.18,SS,1595802622
337,Alta Floresta,-9.88,-56.09,89.6,29,20,5.82,BR,1595802622
338,Mount Isa,-20.73,139.5,53.6,45,0,9.17,AU,1595802388
339,Young,-32.68,-57.63,55.99,64,19,1.99,UY,1595802623
340,Kumul,42.8,93.45,82.17,19,0,18.12,CN,1595802396
341,Zhezkazgan,47.8,67.71,73.9,34,78,10.83,KZ,1595802432
342,Esperance,-33.87,121.9,50.0,87,86,20.8,AU,1595802401
343,Norman Wells,65.28,-126.83,73.4,43,75,12.75,CA,1595802379
344,Dryden,49.78,-92.75,78.8,36,1,19.46,CA,1595802396
345,Missoula,47.02,-113.8,87.8,18,1,3.36,US,1595802625
346,Buala,-8.14,159.59,82.33,80,69,11.16,SB,1595802405
347,Tuatapere,-46.13,167.68,39.0,83,1,3.0,NZ,1595802419
348,Kargasok,59.06,80.86,54.64,86,99,5.66,RU,1595802416
349,Tottori-shi,35.5,134.23,78.8,78,75,13.87,JP,1595802442
350,Longyearbyen,78.22,15.64,59.0,72,40,4.7,SJ,1595802421
351,Zilupe,56.39,28.12,55.85,89,16,3.83,LV,1595802627
352,Pachino,36.72,15.09,71.01,83,0,2.24,IT,1595802628
353,Hong Kong,22.29,114.16,86.0,74,43,8.99,HK,1595802239
354,Solnechnyy,50.72,136.63,62.15,95,100,1.52,RU,1595802567
355,Dolores,-36.31,-57.68,48.6,70,66,10.58,AR,1595802629
356,Katobu,-4.94,122.53,72.36,91,72,3.24,ID,1595802244
357,Jinchang,38.5,102.17,74.14,21,77,4.5,CN,1595802630
358,Ranong,9.97,98.63,79.03,79,53,2.86,TH,1595802630
359,Palatka,29.65,-81.64,84.0,65,1,4.7,US,1595802486
360,Vestmannaeyjar,63.44,-20.27,52.09,86,100,4.07,IS,1595802631
361,Mombaça,-5.74,-39.63,73.99,43,66,0.36,BR,1595802632
362,Antalaha,-14.9,50.28,68.23,90,100,9.78,MG,1595802632
363,Mahébourg,-20.41,57.7,69.8,77,75,12.75,MU,1595802350
364,Homer,59.64,-151.55,59.0,72,75,13.87,US,1595802633
365,Broken Hill,-31.95,141.43,46.4,87,75,12.75,AU,1595802633
366,Alice,27.75,-98.07,87.8,89,75,18.34,US,1595802633
367,Jinka,5.65,36.65,61.27,83,91,0.6,ET,1595802634
368,Coquimbo,-29.95,-71.34,59.0,67,51,4.7,CL,1595802385
369,Thanh Hoa,19.8,105.77,80.42,87,100,2.86,VN,1595802635
370,Fort Walton Beach,30.41,-86.62,78.8,78,40,6.93,US,1595802635
371,Kidal,18.44,1.41,92.07,36,91,11.68,ML,1595802636
372,Hlobyne,49.39,33.26,67.3,65,100,9.19,UA,1595802636
373,Dera Bugti,29.03,69.15,88.68,50,77,3.89,PK,1595802637
374,Anshan,41.12,122.99,72.54,83,100,2.28,CN,1595802637
375,Grand Forks,47.93,-97.03,80.6,39,20,14.99,US,1595802395
376,Shalinskoye,55.72,93.76,54.34,96,99,2.8,RU,1595802366
377,Roald,62.58,6.13,60.01,93,100,6.93,NO,1595802353
378,Belmopan,17.25,-88.77,89.01,59,87,8.99,BZ,1595802639
379,Capinópolis,-18.68,-49.57,72.72,40,0,7.76,BR,1595802639
380,Puerto Escondido,15.85,-97.07,86.0,70,75,5.82,MX,1595802394
381,Mayo,38.89,-76.51,93.2,41,1,5.82,US,1595802640
382,Morehead,37.27,-87.18,86.0,78,40,6.93,US,1595802640
383,Barcelos,41.54,-8.62,71.01,82,0,8.05,PT,1595802405
384,Novoul'yanovsk,54.15,48.39,59.0,82,0,6.71,RU,1595802641
385,Belmonte,-15.86,-38.88,75.2,73,18,6.93,BR,1595802431
386,Narsaq,60.92,-46.05,51.8,71,90,10.29,GL,1595802378
387,Kruisfontein,-34.0,24.73,51.01,90,60,1.01,ZA,1595802357
388,Don Luan,11.53,106.92,74.8,92,67,2.24,VN,1595802425
389,Richards Bay,-28.78,32.04,65.34,75,38,11.5,ZA,1595802643
390,San Lazaro,18.04,-88.66,89.6,66,40,17.22,BZ,1595802643
391,Flin Flon,54.77,-101.86,66.2,77,75,9.17,CA,1595802644
392,Stoughton,42.13,-71.1,88.0,45,1,6.93,US,1595802644
393,Selma,36.57,-119.61,99.0,30,1,5.39,US,1595802644
394,Penzance,50.12,-5.54,62.01,100,100,10.29,GB,1595802645
395,Paita,-5.09,-81.11,66.33,75,44,18.19,PE,1595802372
396,Guabito,9.5,-82.62,84.2,70,63,8.05,PA,1595802645
397,Zhaotong,27.32,103.72,57.04,85,0,1.97,CN,1595802646
398,Houma,29.6,-90.72,79.0,83,40,5.82,US,1595802646
399,Novyy Urgal,51.07,132.56,66.52,94,99,0.54,RU,1595802442
400,Antigonish,45.62,-62.0,70.0,90,100,3.0,CA,1595802646
401,Maragogi,-9.01,-35.22,74.84,81,80,13.15,BR,1595802354
402,Sakakah,29.97,40.21,98.6,13,0,5.82,SA,1595802647
403,Meïganga,6.52,14.3,65.55,95,100,2.55,CM,1595802648
404,Nikkō,36.75,139.62,77.0,85,84,4.0,JP,1595802648
405,Poum,-20.23,164.02,73.81,79,0,19.04,NC,1595802430
406,Yabrūd,33.97,36.66,80.6,54,0,4.7,SY,1595802442
407,Murayama,38.52,140.33,75.2,94,75,5.82,JP,1595802649
408,Umluj,25.02,37.27,87.3,66,89,20.36,SA,1595802650
409,Saint-Augustin,51.23,-58.65,57.99,88,27,9.46,CA,1595802650
410,Codrington,-38.27,141.97,51.08,84,73,17.92,AU,1595802385
411,Uusikaupunki,60.8,21.41,59.0,67,71,5.82,FI,1595802651
412,Mamlyutka,54.94,68.54,56.55,71,98,7.56,KZ,1595802652
413,Tonneins,44.39,0.31,71.01,78,0,2.39,FR,1595802652
414,Mareeba,-17.0,145.43,66.2,72,0,9.17,AU,1595802652
415,Samarai,-10.62,150.67,79.25,85,72,7.72,PG,1595802523
416,Malanje,-9.54,16.34,60.13,64,0,4.79,AO,1595802653
417,Karabulak,43.3,44.9,71.01,83,0,6.71,RU,1595802653
418,Pangody,65.85,74.49,50.29,70,21,10.58,RU,1595802654
419,Bra,44.7,7.86,75.99,100,8,3.36,IT,1595802654
420,Dongsheng,39.82,109.98,68.11,53,0,7.23,CN,1595802654
421,Fremont,37.55,-121.99,79.0,53,1,14.99,US,1595802424
422,Ontario,34.06,-117.65,96.8,23,20,11.41,US,1595802394
423,Makakilo City,21.35,-158.09,82.4,78,75,5.82,US,1595802129
424,Shenjiamen,29.96,122.3,78.67,92,100,16.6,CN,1595802656
425,Port Elizabeth,-33.92,25.57,55.4,87,75,10.29,ZA,1595802357
426,Zyryanka,65.75,150.85,75.24,58,100,8.68,RU,1595802656
427,Ledyard Center,41.44,-72.01,90.0,54,1,11.41,US,1595802657
428,Corn Island,12.17,-83.04,83.48,78,32,14.94,NI,1595802657
429,St. George's,12.06,-61.75,86.0,70,20,11.41,GD,1595802384
430,Aitape,-3.14,142.35,79.11,81,99,5.12,PG,1595802402
431,Carlyle,38.61,-89.37,91.0,60,0,5.01,US,1595802414
432,Grand Gaube,-20.01,57.66,70.0,70,100,10.0,MU,1595802658
433,Gornoye Loo,43.71,39.6,78.8,83,90,2.24,RU,1595802659
434,Alindao,5.03,21.21,68.72,95,99,2.06,CF,1595802659
435,Vredendal,-31.67,18.5,55.2,63,88,6.13,ZA,1595802659
436,Tigil',57.8,158.67,60.04,61,0,6.73,RU,1595802411
437,San Miguel de Cozumel,20.51,-86.95,86.0,79,90,6.93,MX,1595802654
438,Concordia,-31.39,-58.02,60.8,55,8,5.82,AR,1595802660
439,Nabire,-3.37,135.48,78.93,82,57,2.21,ID,1595802660
440,Micheweni,-4.97,39.83,75.99,79,24,15.35,TZ,1595802661
441,Zemio,5.03,25.14,67.26,98,97,3.18,CF,1595802661
442,Sam Roi Yot,12.27,99.87,76.73,87,96,4.27,TH,1595802662
443,Rawson,-43.3,-65.1,43.11,77,100,5.19,AR,1595802662
444,Jalu,29.03,21.55,80.01,51,0,11.88,LY,1595802397
445,Kastamonu Province,41.5,33.67,61.59,77,0,2.21,TR,1595802663
446,Escuinapa,22.85,-105.8,87.8,62,40,11.41,MX,1595802663
447,Yeppoon,-23.13,150.73,59.0,67,0,4.7,AU,1595802663
448,Ulaangom,49.98,92.07,61.34,62,12,1.32,MN,1595802664
449,Nong Phai,15.99,101.06,76.89,87,100,1.34,TH,1595802664
450,Punakha,27.58,89.86,72.1,63,94,0.29,BT,1595802664
451,Baijiantan,45.63,85.18,84.52,21,98,6.76,CN,1595802665
452,Alice Springs,-23.7,133.88,39.2,80,0,3.36,AU,1595802281
453,Yaan,7.38,8.57,72.59,95,88,6.73,NG,1595802666
454,Tual,-5.67,132.75,79.05,84,81,25.39,ID,1595802666
455,Aksarka,66.56,67.8,45.3,89,0,7.18,RU,1595802667
456,Eau Claire,44.81,-91.5,84.99,62,1,6.93,US,1595802667
457,Marrakesh,31.63,-8.01,86.0,45,40,4.7,MA,1595802619
458,Yokadouma,3.52,15.05,67.3,95,99,2.35,CM,1595802668
459,Amasya Province,40.67,35.83,69.8,64,0,2.57,TR,1595802668
460,Fairview,40.81,-74.0,93.2,33,1,10.29,US,1595802669
461,Kloulklubed,7.04,134.26,78.8,88,75,5.82,PW,1595802669
462,Fairbanks,64.84,-147.72,68.0,49,1,9.17,US,1595802603
463,Lázaro Cárdenas,17.96,-102.2,86.32,63,26,9.35,MX,1595802386
464,Padre Bernardo,-15.35,-48.5,68.52,45,0,4.27,BR,1595802670
465,The Pas,53.83,-101.25,68.0,60,75,21.92,CA,1595802670
466,Bengkulu,-3.8,102.27,74.26,84,82,3.8,ID,1595802610
467,Havøysund,71.0,24.66,64.4,63,0,20.8,NO,1595802378
468,Gurupi,-11.73,-49.07,74.82,36,4,3.94,BR,1595802671
469,Atherton,53.52,-2.49,61.0,74,97,3.0,GB,1595802672
470,Palmer,42.16,-72.33,89.6,40,75,12.75,US,1595802672
471,Port Hedland,-20.32,118.57,51.8,29,7,8.05,AU,1595802385
472,Krasnosel'kup,65.7,82.47,49.48,65,31,13.6,RU,1595802673
473,Bundaberg,-24.85,152.35,55.4,82,32,8.05,AU,1595802431
474,Channel-Port aux Basques,47.57,-59.14,61.75,96,100,5.55,CA,1595802673
475,Batavia,41.85,-88.31,93.0,52,20,20.8,US,1595802542
476,Hualmay,-11.1,-77.61,62.19,79,7,8.08,PE,1595802675
477,Pierre,44.37,-100.35,87.8,23,1,10.29,US,1595802675
478,Nayoro,44.35,142.46,72.14,75,100,0.27,JP,1595802675
479,Kupang,-10.17,123.58,75.2,83,20,10.29,ID,1595802676
480,Dalmatovo,56.26,62.94,53.22,76,57,5.99,RU,1595802676
481,Nuuk,64.18,-51.72,55.4,66,57,6.93,GL,1595802434
482,Palana,59.12,159.97,55.56,69,0,11.18,RU,1595802677
483,Kazanskoye,55.64,69.23,49.32,84,4,5.39,RU,1595802677
484,Balabac,7.99,117.06,82.87,72,56,3.06,PH,1595802678
485,Bozeman,45.68,-111.04,82.99,28,1,6.93,US,1595802678
486,Anloga,5.79,0.9,75.2,88,20,8.05,GH,1595802678
487,High Level,58.52,-117.14,78.8,34,20,6.93,CA,1595802679
488,Rosarito,32.33,-117.03,81.0,73,5,18.34,MX,1595802679
489,Katsuura,35.13,140.3,80.01,90,50,3.0,JP,1595802366
490,Aleksandrov Gay,50.15,48.57,67.35,47,35,8.5,RU,1595802680
491,Kentau,43.52,68.51,73.54,36,0,6.91,KZ,1595802680
492,Liverpool,53.41,-2.98,61.0,77,100,11.41,GB,1595802397
493,Margate,51.38,1.39,64.0,80,100,3.0,GB,1595802239
494,Te Anau,-45.42,167.72,39.07,81,21,1.25,NZ,1595802396
495,Safi,32.3,-9.24,70.54,92,0,8.03,MA,1595802682
496,Mitsamiouli,-11.38,43.28,74.97,78,99,11.48,KM,1595802653
497,Den Helder,52.96,4.76,63.0,88,90,10.29,NL,1595802683
498,Kattivākkam,13.22,80.32,82.4,83,40,3.36,IN,1595802431
499,Ruteng,-8.61,120.47,58.06,96,89,2.75,ID,1595802554
500,Bilsi,28.13,78.92,89.91,52,35,1.43,IN,1595802684
501,Waingapu,-9.66,120.26,74.08,79,83,12.01,ID,1595802684
502,Gushikawa,26.35,127.87,82.4,88,75,12.75,JP,1595802685
503,Virpur,23.18,73.48,82.51,77,0,8.39,IN,1595802685
504,Padang,-0.95,100.35,73.4,100,40,4.76,ID,1595802441
505,Iwo,7.63,4.18,70.95,96,69,4.88,NG,1595802686
506,Banda Aceh,5.56,95.32,79.32,77,99,7.49,ID,1595802182
507,Brufut,13.38,-16.75,80.6,94,20,11.95,GM,1595802686
508,Gimbi,9.17,35.83,55.6,100,100,3.02,ET,1595802687
509,Kampot,10.62,104.18,78.8,88,40,2.48,KH,1595802687
510,Thinadhoo,0.53,72.93,82.4,71,100,6.78,MV,1595802248
511,Viedma,-40.81,-63.0,48.99,76,83,11.01,AR,1595802439
512,Bubaque,11.28,-15.83,78.66,84,100,9.55,GW,1595802455
513,Port Hueneme,34.15,-119.2,69.8,77,90,12.75,US,1595802689
514,Sines Municipality,37.96,-8.87,69.48,61,0,10.38,PT,1595802689
515,Lagoa,39.05,-27.98,72.46,92,49,11.14,PT,1595802384
516,Kirksville,40.19,-92.58,89.01,62,1,6.93,US,1595802545
517,Presidencia Roque Sáenz Peña,-26.79,-60.44,56.84,49,0,6.22,AR,1595802690
518,Altay,47.87,88.12,60.93,49,34,1.79,CN,1595802690
519,Bonavista,48.65,-53.11,57.69,96,100,18.19,CA,1595802143
520,Bonthe,7.53,-12.51,75.87,80,100,12.73,SL,1595802368
521,Vengerovo,55.68,76.75,50.11,91,2,5.57,RU,1595802691
522,Maputo,-25.97,32.59,60.01,82,0,6.93,MZ,1595802692
523,Ekhabi,53.51,142.97,60.17,76,0,7.11,RU,1595802692
524,Ubari,26.59,12.78,82.67,17,0,6.93,LY,1595802692
525,Mandera,3.94,41.87,78.6,62,16,17.4,KE,1595802406
526,Yārāda,17.65,83.27,82.4,94,40,4.7,IN,1595802521
527,Haines Junction,60.75,-137.51,59.52,47,26,16.84,CA,1595802379
528,Nioro,13.35,-15.75,78.94,87,100,9.42,GM,1595802403
529,Kozhva,65.11,57.05,55.94,81,16,5.01,RU,1595802694
530,Portage,41.17,-81.2,87.01,40,1,4.7,US,1595802695
531,Rome,43.21,-75.46,87.01,55,1,11.41,US,1595802676
532,Xam Nua,20.42,104.04,67.48,93,100,2.53,LA,1595802370
533,Praia,14.92,-23.51,75.2,88,20,13.87,CV,1595802538
534,Kalanguy,51.02,116.52,70.11,80,9,5.5,RU,1595802696
535,Hammerfest,70.66,23.68,64.4,63,24,20.8,NO,1595802696
536,Iskitim,54.64,83.3,53.6,100,0,2.24,RU,1595802696
537,Healdsburg,38.61,-122.87,84.0,44,1,12.75,US,1595802535
538,Upata,8.01,-62.4,82.0,81,100,4.0,VE,1595802532
539,Pitimbu,-7.47,-34.81,73.4,94,20,5.82,BR,1595802698
540,Nizwá,22.93,57.53,83.66,57,100,0.92,OM,1595802698
541,Isla Vista,34.41,-119.86,88.0,64,1,13.87,US,1595802698
542,Ürümqi,43.8,87.6,77.0,33,36,6.71,CN,1595802699
543,Kutum,14.2,24.67,74.5,51,91,9.93,SD,1595802699
544,Menongue,-14.66,17.69,50.72,51,0,4.07,AO,1595802700
545,Cockburn Town,21.46,-71.14,83.01,80,0,15.14,TC,1595802406
546,Oroville,39.51,-121.56,100.99,26,1,4.7,US,1595802702
547,Voh,-20.97,164.7,77.9,60,4,3.8,NC,1595802702
548,Nueve de Julio,-35.44,-60.88,55.0,52,70,1.01,AR,1595802702
549,Tiarei,-17.53,-149.33,84.2,66,75,16.11,PF,1595802358
550,Nemuro,43.32,145.57,57.87,84,100,6.53,JP,1595802549
551,Olyka,50.72,25.81,66.0,98,99,1.01,UA,1595802703
552,Lindenhurst,40.69,-73.37,91.0,59,1,11.41,US,1595802704
553,Tautira,-17.73,-149.15,84.2,66,75,16.11,PF,1595802409
554,Villa Corzo,16.17,-93.25,89.6,46,75,5.82,MX,1595802705
555,Bariloche,-41.15,-71.31,35.6,74,75,12.75,AR,1595802424
556,Troitskoye,52.98,84.68,54.18,95,2,4.21,RU,1595802705
557,Kletskaya,49.31,43.06,66.0,45,0,4.0,RU,1595802706
558,El Salvador,13.83,-88.92,86.0,78,75,11.41,SV,1595802706
559,Naze,28.37,129.48,82.4,78,75,13.87,JP,1595802706
560,Mocuba,-16.84,36.99,59.54,97,6,2.28,MZ,1595802391
561,Chapais,49.78,-74.85,69.8,94,40,4.7,CA,1595802412
562,Nantucket,41.28,-70.1,75.2,88,1,17.22,US,1595802707
